previousStep,LTerm1,LTerm2,LOp1,LTerm3,LTerm4,LOp2,LTerm5,LTerm6,LOp3,LTerm7,LTerm8,LOp4,LTerm9,LTerm10,LOp5,LTerm11,LTerm12,RTerm1,RTerm2,ROp1,RTerm3,RTerm4,ROp2,RTerm5,RTerm6,ROp3,RTerm7,RTerm8,ROp4,RTerm9,RTerm10,ROp5,RTerm11,RTerm12
x+2=20,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-7=20,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-7=20,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=20+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=20+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=20+7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+0-0=16-0,x,none,+,z,none,-,z,none,none,none,none,none,none,none,none,none,none,aa,none,-,z,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+0-0=16-0,x,none,+,z,none,-,z,none,none,none,none,none,none,none,none,none,none,aa,none,-,z,none,none,none,none,none,none,none,none,none,none,none,none,none
x=16-0,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,z,none,none,none,none,none,none,none,none,none,none,none,none,none
x=16-0,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,z,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+5-5=9-5,-x,none,+,b,none,-,c,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=15-8,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=-189+127,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none
9x=18,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
9x=18,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(60)/(18),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(60)/(18),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
-2x=-42,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(625)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
12x=-168,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(12)=-12,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(15)=-25,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(11)=-14,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(11)=-14,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(13)=-6,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(13)=-6,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(13)=-6,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
999x+999=999,aaax,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x+13=45,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x+13=45,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x+13=45,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x-20=-6x+80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x-20=-6x+80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
3x+5=2,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-71x=639,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
6x-9+2x+2=3x+18,ax,none,-,b,none,+,cx,none,+,d,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
6x-9+2x+2=3x+18,ax,none,-,b,none,+,cx,none,+,d,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(594)/(99),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(594)/(99),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
17x-2+4=10+5x,aax,none,-,b,none,+,c,none,none,none,none,none,none,none,none,none,none,aa,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+4=9,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=23,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=19,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+6=-12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+14=-1,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2x-(-4x-4)=-2x-(4x+4),ax,none,-,(,-bx,-,c,),none,none,none,none,none,none,none,none,none,-ax,none,-,(,bx,+ ,c,none,),none,none,none,none,none,none,none,none
(6x-8)/(2)=2+x,(,ax,-,b,),/,(c),none,none,none,none,none,none,none,none,none,none,a,none,+,x,none,none,none,none,none,none,none,none,none,none,none,none,none
6*(3x+6)=8*(2x+10),a,none,*,(,bx,+,c,),none,none,none,none,none,none,none,none,none,a,none,*,(,bx,+,cc,none,),none,none,none,none,none,none,none,none
50+3x+5x-9+8x=x+5-9x,aa,none,+,bx,none,+,cx,none,-,d,none,+,ex,none,none,none,none,x,none,+,b,none,-,cx,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50+9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,none,a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50+9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,none,a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50+9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,none,a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50+9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,none,a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
3x+5x+8x-x+9x=5-50+9,ax,none,+,bx,none,+,cx,none,-,x,none,+,ex,none,none,none,none,a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
-5x-3x=-8-8,-ax,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+5-(4x-7)+(-5x-4)=-(-3x+10),ax,none,+,b,none,-,(,cx,-,d,),+,(,-ex,-,f,),-(,-ax,+,bb,),none,none,none,none,none,none,none,none,none,none,none,none
2x+5-(4x-7)+(-5x-4)=-(-3x+10),ax,none,+,b,none,-,(,cx,-,d,),+,(,-ex,-,f,),-(,-ax,+,bb,),none,none,none,none,none,none,none,none,none,none,none,none
2x+5-(4x-7)+(-5x-4)=-(-3x+10),ax,none,+,b,none,-,(,cx,-,d,),+,(,-ex,-,f,),-(,-ax,+,bb,),none,none,none,none,none,none,none,none,none,none,none,none
2x+5-(4x-7)+(-5x-4)=-(-3x+10),ax,none,+,b,none,-,(,cx,-,d,),+,(,-ex,-,f,),-(,-ax,+,bb,),none,none,none,none,none,none,none,none,none,none,none,none
2x+5-(4x-7)+(-5x-4)=-(-3x+10),ax,none,+,b,none,-,(,cx,-,d,),+,(,-ex,-,f,),-(,-ax,+,bb,),none,none,none,none,none,none,none,none,none,none,none,none
2x+5-4x+7-5x-4=+3x-10,ax,none,+,b,none,-,cx,none,+,d,none,-,ex,none,-,f,none,ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+14=-1,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+14=-1,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+22=-22,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-13=-11,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
8x=212,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x+12=-200,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
5x+10=50,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
6x=71+19,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
2x-3=-x+12,ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(106)/(4),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
6x-19=71,ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(80)/(50)=(x)/(20),(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
(5x)/(3)=(x+10)/(100),(ax),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,(,x,+,bb,),/,(ccc),none,none,none,none,none,none,none,none,none,none
(x)/(5)=(30*(x+2))/(300),(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,*,(,x,+,c,),/,(ddd),none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
(-x+4)/(9)=(9x)/(18),(,-x,+,b,),/,(c),none,none,none,none,none,none,none,none,none,none,(ax),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
(-x+4)/(9)=(9x)/(18),(,-x,+,b,),/,(c),none,none,none,none,none,none,none,none,none,none,(ax),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-8x=-200-12,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(212)/(-8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
-19x=133,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-19x=133,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(212)/(-8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
10x-5x-6x=-6-20+5,aax,none,-,bx,none,-,cx,none,none,none,none,none,none,none,none,none,none,-a,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none
-19x=133,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-19x=133,-aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
(25x)/(10)=x-9009,(aax),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none
5x=2x-2*9009,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,-,b,none,*,cccc,none,none,none,none,none,none,none,none,none,none
12x+12x+6x-9=4-3,aax,none,+,bbx,none,+,cx,none,-,d,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
8x=212,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
8x=212,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(212)/(8),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
-19x-42=91,-aax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+2-3x+4=-5x+6-7x+8,x,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none,-ax,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none
12x=8,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
12x=8,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
40x+8=10x-34,aax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
40x+8=10x-34,aax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
40x+8=10x-34,aax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(21)/(15),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
6x+4=-6x-4,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+5-4x+7-5x-4=+3x-10,ax,none,+,b,none,-,cx,none,+,d,none,-,ex,none,-,f,none,ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+5-4x+7-5x-4=+3x-10,ax,none,+,b,none,-,cx,none,+,d,none,-,ex,none,-,f,none,ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
10x=18,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
80+80-2x=-5x-4-27,aa,none,+,bb,none,-,cx,none,none,none,none,none,none,none,none,none,none,-ax,none,-,b,none,-,cc,none,none,none,none,none,none,none,none,none,none
9*(x-3)+1=18,a,none,*,(,x,-,c,),+,d,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
9x-27+1=18,ax,none,-,bb,none,+,c,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
15-(1)/(4)+x=225+13x,aa,none,-,(b),none,/,(c),none,+,x,none,none,none,none,none,none,none,aaa,none,+,bbx,none,none,none,none,none,none,none,none,none,none,none,none,none
15-(1)/(4)+x=225+13x,aa,none,-,(b),none,/,(c),none,+,x,none,none,none,none,none,none,none,aaa,none,+,bbx,none,none,none,none,none,none,none,none,none,none,none,none,none
(8)/(5)=(x)/(20),(a),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+12=27,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=27-12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=27-12,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=9-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=9-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-12=-x,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-12=-x,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-12=-x,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-12=-x,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(2)=6,(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=8-5,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
